grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat
5,1050,0,1906-01-01,0,98010,47.3106
7,1440,650,1958-01-01,0,98115,47.6971
8,2030,0,2003-01-01,0,98024,47.5253
7,1250,0,1980-01-01,0,98042,47.3684
8,1390,1210,1978-01-01,0,98023,47.3174
6,640,0,1918-01-01,0,98117,47.6776
7,2120,0,2006-01-01,0,98059,47.4787
7,900,430,1942-01-01,0,98115,47.6837
5,750,0,1948-01-01,0,98117,47.6919
8,2230,0,1977-01-01,0,98042,47.3321
7,980,910,1980-01-01,0,98106,47.551
6,820,0,1952-01-01,0,98133,47.7512
7,1380,500,1977-01-01,0,98059,47.5116
8,2360,0,1939-01-01,1987,98003,47.2843
7,1850,0,1985-01-01,0,98029,47.5669
8,2010,300,1928-01-01,0,98122,47.6044
8,2520,0,1955-01-01,0,98045,47.4777
7,800,0,1947-01-01,0,98198,47.4075
6,790,790,1945-01-01,0,98126,47.5378
7,1570,860,1985-01-01,0,98045,47.4828
7,1410,940,1946-01-01,0,98116,47.559
9,3800,0,1984-01-01,0,98042,47.3488
8,2060,1610,1952-01-01,0,98155,47.7589
7,900,880,1974-01-01,0,98058,47.4562
9,1105,190,2007-01-01,0,98112,47.6192
7,950,400,1959-01-01,0,98032,47.3784
7,1440,0,1965-01-01,0,98030,47.3857
7,1120,200,1947-01-01,0,98198,47.3937
6,700,0,1958-01-01,0,98092,47.3009
9,2510,0,1977-01-01,0,98092,47.3103
8,1400,1780,1969-01-01,0,98022,47.1986
7,910,0,1918-01-01,0,98136,47.5427
8,1570,0,1927-01-01,0,98117,47.68
8,2450,0,1993-01-01,0,98023,47.3061
10,3580,1330,1910-01-01,0,98102,47.6458
7,1570,0,1998-01-01,0,98092,47.3156
8,2680,0,1998-01-01,0,98059,47.4956
7,1610,480,1947-01-01,2013,98199,47.657
8,2150,0,1988-01-01,0,98029,47.5709
7,1040,100,2009-01-01,0,98144,47.596
11,4230,0,1997-01-01,0,98004,47.5954
8,1790,0,1937-01-01,0,98108,47.5448
9,1660,1440,1970-01-01,0,98008,47.6134
10,2220,0,1990-01-01,0,98117,47.6963
8,2370,0,1984-01-01,0,98027,47.5631
9,4070,0,2002-01-01,0,98045,47.4843
7,1260,530,1954-01-01,0,98133,47.7627
7,1610,0,1987-01-01,0,98052,47.6825
7,1630,1200,1958-01-01,0,98040,47.5773
6,1010,0,1954-01-01,0,98168,47.4762
8,1390,170,1930-01-01,0,98117,47.6803
7,1330,0,1968-01-01,0,98034,47.7289
8,2330,0,1965-01-01,0,98005,47.6044
7,960,0,1951-01-01,0,98116,47.5689
8,1710,0,1993-01-01,0,98003,47.2635
7,1300,930,1963-01-01,0,98133,47.7648
8,1700,0,1992-01-01,0,98011,47.7661
6,850,190,1950-01-01,0,98118,47.5293
7,1070,0,1966-01-01,2014,98052,47.67
8,2410,1190,1968-01-01,0,98166,47.4468
7,2750,0,2003-01-01,0,98038,47.3671
7,1920,0,1951-01-01,0,98198,47.4029
7,1340,430,1978-01-01,0,98198,47.3814
9,2460,0,2003-01-01,0,98058,47.448
7,1550,0,1909-01-01,0,98103,47.667
7,1170,290,1995-01-01,0,98045,47.4493
7,2440,0,1947-01-01,2014,98125,47.7061
7,1440,200,1935-01-01,0,98103,47.6693
7,1290,0,1906-01-01,0,98115,47.6877
9,3150,0,2000-01-01,0,98075,47.5972
8,2305,0,2007-01-01,0,98077,47.7203
7,1060,0,1977-01-01,0,98072,47.7409
7,1350,710,1984-01-01,0,98052,47.6659
5,900,0,1940-01-01,0,98198,47.4177
11,3060,830,2004-01-01,0,98029,47.5426
7,1340,570,1977-01-01,0,98072,47.7399
8,1340,1000,1979-01-01,0,98034,47.7306
10,2900,0,1997-01-01,0,98052,47.6993
10,3290,0,1991-01-01,0,98077,47.7231
7,630,0,1943-01-01,0,98109,47.6342
10,5050,360,1941-01-01,0,98112,47.6306
10,2680,1590,1991-01-01,0,98053,47.6915
7,1130,570,1950-01-01,0,98004,47.6304
7,1150,280,1944-01-01,0,98177,47.7256
8,2850,0,2008-01-01,0,98125,47.7097
10,2160,0,1991-01-01,0,98059,47.4806
7,880,880,1946-01-01,0,98118,47.5658
7,1380,1320,1958-01-01,0,98003,47.2877
6,860,0,1945-01-01,0,98022,47.2109
7,880,0,1927-01-01,0,98103,47.6868
8,1050,310,1997-01-01,0,98112,47.6254
8,1770,0,2007-01-01,0,98126,47.5472
7,1220,810,1979-01-01,0,98001,47.2718
6,1180,0,1918-01-01,0,98178,47.4889
8,1310,1120,1961-01-01,0,98038,47.4116
7,1300,0,1953-01-01,0,98004,47.6337
8,2360,0,1977-01-01,0,98077,47.7661
7,1200,0,1985-01-01,0,98045,47.4752
5,1000,0,1913-01-01,0,98001,47.2841
7,1556,0,1957-01-01,0,98032,47.3891
8,1460,430,1915-01-01,0,98107,47.6642
7,1010,800,1926-01-01,0,98116,47.5709
9,2730,0,1991-01-01,0,98006,47.5414
9,2400,670,1927-01-01,0,98112,47.633
8,1220,860,1979-01-01,0,98074,47.6259
7,1620,0,1975-01-01,0,98031,47.395
7,770,380,1923-01-01,0,98102,47.6357
7,850,400,1929-01-01,0,98117,47.6805
7,1430,0,1948-01-01,0,98155,47.772
6,790,0,1944-01-01,0,98168,47.4873
7,1200,0,1954-01-01,0,98030,47.3749
7,2110,0,1948-01-01,0,98155,47.7504
6,2410,750,1942-01-01,0,98056,47.4937
8,2700,0,1968-01-01,0,98058,47.454
6,820,0,1945-01-01,0,98133,47.7321
7,1200,600,1960-01-01,0,98133,47.7463
6,1390,360,1961-01-01,0,98033,47.6995
7,1540,0,1997-01-01,0,98059,47.5018
7,1130,0,1952-01-01,0,98118,47.5239
8,1500,0,1952-01-01,0,98133,47.7135
8,1600,0,1940-01-01,0,98105,47.6709
6,880,320,1937-01-01,0,98115,47.6936
7,1690,0,1907-01-01,0,98117,47.6801
9,2270,0,1986-01-01,0,98052,47.6612
7,1910,0,2005-01-01,0,98038,47.3608
8,1640,0,1929-01-01,0,98115,47.6869
7,2120,0,2003-01-01,0,98019,47.7241
6,1400,0,1952-01-01,0,98125,47.7273
6,760,0,1950-01-01,0,98133,47.7168
6,1070,0,1917-01-01,0,98118,47.5683
7,960,500,1958-01-01,0,98028,47.7434
5,1280,0,1932-01-01,0,98038,47.3895
7,1650,0,1988-01-01,0,98011,47.7729
6,1260,0,1998-01-01,0,98188,47.4401
7,1400,800,1952-01-01,0,98004,47.5809
8,2060,1500,1977-01-01,0,98040,47.5657
7,630,510,1988-01-01,0,98106,47.5707
9,2550,0,1988-01-01,0,98008,47.6441
8,1553,0,2014-01-01,0,98133,47.7049
6,1140,0,1923-01-01,1951,98065,47.5265
6,790,0,1944-01-01,0,98178,47.4933
8,2130,0,1914-01-01,1993,98119,47.6427
7,1390,0,1958-01-01,0,98058,47.4454
9,4000,0,2007-01-01,0,98065,47.5433
7,1520,0,1967-01-01,0,98034,47.7357
7,1657,0,1910-01-01,0,98116,47.5699
7,1180,500,1976-01-01,0,98133,47.7554
8,1340,930,1954-01-01,0,98199,47.6528
11,1910,560,2011-01-01,0,98112,47.6182
7,1240,0,1985-01-01,0,98117,47.6793
8,1740,0,1974-01-01,1989,98045,47.4914
11,2920,1170,2002-01-01,0,98034,47.7161
8,1720,800,1979-01-01,0,98074,47.6225
8,1340,0,1934-01-01,0,98155,47.736
7,1640,0,1968-01-01,0,98042,47.3256
8,1550,1450,1969-01-01,0,98040,47.5347
8,1210,0,1930-01-01,0,98112,47.6317
7,1360,450,1941-01-01,0,98070,47.4482
8,1500,700,1979-01-01,0,98028,47.7713
8,2200,0,1948-01-01,2003,98004,47.6074
7,1650,700,1924-01-01,1962,98118,47.558
6,1090,0,1963-01-01,0,98042,47.3425
8,1460,820,1977-01-01,0,98059,47.4804
7,1430,0,1999-01-01,0,98125,47.7222
7,830,690,1927-01-01,0,98117,47.6815
7,1280,340,1950-01-01,0,98178,47.5048
7,1510,0,1928-01-01,0,98116,47.5737
8,3001,0,2006-01-01,0,98042,47.3727
7,1010,1010,1953-01-01,0,98178,47.5019
7,1380,0,2008-01-01,0,98038,47.3661
7,1020,500,1949-01-01,0,98136,47.5284
7,790,300,1915-01-01,0,98105,47.6677
11,4220,0,2004-01-01,0,98075,47.5869
10,2520,0,1978-01-01,0,98074,47.6381
7,960,800,1920-01-01,0,98199,47.6408
6,930,0,1957-01-01,0,98168,47.4868
9,2200,400,1939-01-01,0,98177,47.7076
8,1700,480,1979-01-01,0,98056,47.5162
8,1910,0,2001-01-01,0,98029,47.5491
6,1100,0,1968-01-01,0,98042,47.3625
7,1760,0,1973-01-01,0,98053,47.6735
6,480,220,1951-01-01,0,98178,47.4976
7,1080,0,1962-01-01,0,98023,47.3215
7,1070,0,1967-01-01,0,98001,47.3278
7,1460,0,1955-01-01,0,98166,47.4561
6,1050,0,1947-01-01,0,98133,47.7294
9,3160,0,1995-01-01,0,98053,47.6367
7,1000,400,1954-01-01,0,98108,47.5402
8,3120,0,1977-01-01,0,98058,47.444
5,720,0,1982-01-01,0,98058,47.422
10,2840,0,1999-01-01,0,98059,47.469
6,770,450,1910-01-01,0,98126,47.5727
7,1860,960,1928-01-01,0,98117,47.6813
7,840,0,1908-01-01,0,98117,47.6803
8,1610,0,1940-01-01,0,98115,47.6825
9,1860,0,1917-01-01,2005,98103,47.6785
9,2260,0,1968-01-01,0,98040,47.5498
9,2450,0,1988-01-01,0,98059,47.5261
6,850,0,1910-01-01,0,98103,47.6742
7,1020,780,1964-01-01,0,98118,47.5616
7,1090,140,1950-01-01,0,98004,47.5808
7,1540,520,1967-01-01,0,98034,47.734
8,1500,1250,1948-01-01,0,98118,47.5691
6,1120,0,1980-01-01,0,98070,47.3735
8,3010,0,2005-01-01,0,98028,47.7389
7,1390,190,1945-01-01,0,98107,47.6735
8,2630,0,2004-01-01,0,98059,47.4977
6,790,0,1943-01-01,0,98117,47.6973
9,3110,0,1983-01-01,0,98072,47.7355
8,1370,760,1999-01-01,0,98070,47.4489
10,3270,1250,1992-01-01,0,98040,47.5897
8,1600,0,1993-01-01,0,98001,47.339
7,1330,620,1963-01-01,0,98168,47.4999
8,2010,0,1973-01-01,0,98011,47.7688
7,1300,1250,1978-01-01,0,98058,47.4286
10,3740,1600,1912-01-01,0,98144,47.5795
8,2000,0,1978-01-01,0,98075,47.5851
8,2170,0,2014-01-01,0,98103,47.6937
7,1550,0,1918-01-01,0,98103,47.6572
8,2790,0,1907-01-01,0,98119,47.627
6,1040,940,1956-01-01,1999,98042,47.4012
7,1190,0,2005-01-01,0,98133,47.7274
10,2360,1290,1975-01-01,0,98004,47.6215
6,1510,0,1913-01-01,0,98022,47.2052
7,1200,0,1968-01-01,0,98002,47.325
8,1500,1330,1979-01-01,0,98040,47.5743
7,1000,650,1959-01-01,0,98144,47.5834
7,1710,0,1924-01-01,0,98115,47.6847
7,1740,0,1924-01-01,0,98122,47.6059
7,1220,620,1974-01-01,0,98058,47.429
7,1820,0,1962-01-01,0,98055,47.4479
7,3860,0,2003-01-01,0,98038,47.3694
7,1810,0,2002-01-01,0,98010,47.3392
7,1030,0,1999-01-01,0,98125,47.7263
7,1410,0,1953-01-01,0,98133,47.7604
8,1370,770,1968-01-01,0,98166,47.4797
7,1030,900,1971-01-01,0,98146,47.4869
7,1030,900,1971-01-01,0,98146,47.4869
7,1930,0,1920-01-01,0,98116,47.5679
8,2210,0,2003-01-01,0,98003,47.3554
7,1360,0,1961-01-01,0,98188,47.4551
7,930,900,1950-01-01,2008,98055,47.4667
7,1420,700,1959-01-01,0,98155,47.7461
8,2700,0,2002-01-01,0,98103,47.6734
9,2250,910,1992-01-01,0,98006,47.5672
8,2770,0,1979-01-01,0,98074,47.6268
9,2240,0,1945-01-01,1992,98005,47.6483
9,2570,0,1999-01-01,0,98092,47.3324
7,880,0,1939-01-01,0,98133,47.7436
8,1820,0,1984-01-01,0,98052,47.6382
7,1110,550,1963-01-01,0,98188,47.4678
6,2200,0,1960-01-01,0,98058,47.4476
7,1460,180,1928-01-01,0,98133,47.7017
7,760,890,1951-01-01,2013,98144,47.5803
7,1420,0,1963-01-01,0,98007,47.6151
7,1270,0,1926-01-01,0,98103,47.6896
7,1070,0,1971-01-01,0,98108,47.5529
7,860,200,1924-01-01,0,98103,47.6725
8,1240,950,1963-01-01,0,98056,47.5243
9,1940,0,1990-01-01,0,98024,47.5636
7,1060,240,2008-01-01,0,98199,47.6591
7,1330,0,1966-01-01,0,98027,47.5263
8,1630,310,1966-01-01,0,98023,47.3133
7,2100,0,1983-01-01,0,98001,47.2924
7,980,310,1951-01-01,0,98136,47.5266
6,780,780,1904-01-01,0,98109,47.6347
7,1330,1300,1958-01-01,0,98055,47.4878
7,2100,0,1992-01-01,0,98023,47.2917
8,2070,0,1996-01-01,0,98058,47.4659
10,2960,0,1989-01-01,0,98072,47.7477
7,1300,0,2004-01-01,0,98198,47.3623
9,2520,0,1994-01-01,0,98155,47.7709
7,1150,0,1927-01-01,0,98045,47.4963
6,1430,600,1947-01-01,0,98188,47.4459
8,1480,400,1968-01-01,0,98155,47.7743
6,2320,0,1942-01-01,0,98146,47.504
6,1050,0,1910-01-01,0,98116,47.5577
9,3030,0,1978-01-01,0,98005,47.6313
4,530,0,1950-01-01,0,98074,47.6412
7,1090,0,1968-01-01,0,98042,47.3639
7,1330,890,1993-01-01,0,98118,47.5188
7,1430,0,1987-01-01,0,98023,47.3116
11,2770,1010,1910-01-01,1977,98116,47.5922
6,780,780,1947-01-01,0,98125,47.7248
8,1310,910,1932-01-01,0,98199,47.6418
7,1140,0,1960-01-01,0,98168,47.4773
7,2540,0,1957-01-01,0,98008,47.6317
7,1440,0,1985-01-01,0,98029,47.5658
7,1070,500,1977-01-01,0,98033,47.6843
7,1400,460,1962-01-01,0,98032,47.3612
9,1450,990,2006-01-01,0,98108,47.5485
7,1240,860,1960-01-01,0,98008,47.6146
8,2150,0,1997-01-01,0,98053,47.637
8,2440,0,1994-01-01,0,98042,47.3672
7,1930,0,1966-01-01,0,98058,47.4503
7,1830,0,1963-01-01,0,98033,47.695
7,1130,720,1986-01-01,0,98023,47.3087
9,3210,0,2014-01-01,0,98136,47.5203
6,980,110,1927-01-01,0,98117,47.6999
7,1870,0,1906-01-01,0,98102,47.6221
8,1460,460,1977-01-01,0,98006,47.5578
6,700,0,1943-01-01,0,98116,47.5577
8,1690,1690,1969-01-01,0,98166,47.4438
8,2430,0,2007-01-01,0,98056,47.5237
7,1210,740,1976-01-01,0,98072,47.7424
6,900,0,1961-01-01,0,98014,47.6481
8,2060,0,1987-01-01,0,98006,47.5615
8,1280,900,1969-01-01,0,98155,47.7675
8,2140,0,1986-01-01,0,98092,47.2649
7,1250,480,1918-01-01,0,98109,47.6342
9,3140,0,1993-01-01,0,98042,47.3826
10,1940,1070,1951-01-01,1996,98115,47.6933
8,800,0,2003-01-01,0,98103,47.6972
9,3300,0,1994-01-01,0,98006,47.5599
7,1130,400,1946-01-01,0,98115,47.6888
6,760,0,1946-01-01,0,98168,47.483
7,2450,0,1994-01-01,0,98117,47.6828
7,1000,0,1962-01-01,0,98045,47.4789
6,840,0,1952-01-01,0,98166,47.4749
7,1080,300,1955-01-01,0,98107,47.674
7,1080,300,1955-01-01,0,98107,47.674
7,2020,0,1949-01-01,0,98045,47.4646
7,1040,220,1951-01-01,0,98117,47.6782
7,1180,260,1979-01-01,0,98034,47.7304
7,1540,0,1950-01-01,0,98125,47.7046
6,880,180,1925-01-01,0,98118,47.5591
8,1900,0,1966-01-01,0,98005,47.5944
8,2870,0,1948-01-01,1981,98166,47.4485
6,930,120,1920-01-01,0,98126,47.5402
8,1340,500,1989-01-01,0,98014,47.6802
8,1500,1500,1966-01-01,0,98052,47.6567
6,1200,0,1949-01-01,0,98022,47.206
8,1220,620,1959-01-01,0,98040,47.5607
9,2790,0,1989-01-01,0,98052,47.6692
5,970,0,1942-01-01,0,98002,47.2808
7,1070,0,1944-01-01,0,98178,47.4942
6,900,0,1952-01-01,0,98106,47.525
7,1380,1300,1962-01-01,2014,98199,47.6557
8,2000,0,1979-01-01,0,98075,47.59
7,1660,0,1956-01-01,0,98004,47.5892
7,1240,530,1946-01-01,0,98116,47.5773
7,1230,0,1940-01-01,0,98105,47.6712
7,1020,720,1962-01-01,0,98188,47.4682
7,1710,0,1953-01-01,0,98133,47.7719
7,1010,1010,1979-01-01,0,98108,47.5329
8,1990,420,1975-01-01,0,98040,47.5351
7,1410,900,1993-01-01,0,98198,47.377
7,2400,0,2003-01-01,0,98042,47.371
7,1870,1290,1923-01-01,0,98103,47.654
7,1560,0,1953-01-01,0,98166,47.432
7,1770,0,1992-01-01,0,98031,47.4034
7,1600,0,1990-01-01,0,98045,47.4656
7,1330,0,1968-01-01,0,98003,47.3172
9,2970,0,1993-01-01,0,98053,47.6717
7,1020,0,1954-01-01,0,98133,47.7503
9,2490,0,2003-01-01,0,98029,47.5451
7,1000,700,1956-01-01,0,98108,47.549
6,850,0,1940-01-01,0,98010,47.327
7,1250,0,1990-01-01,0,98045,47.4981
5,610,0,1918-01-01,0,98136,47.5498
11,3700,0,1989-01-01,0,98006,47.5471
7,950,0,1954-01-01,0,98006,47.572
8,2930,930,2004-01-01,0,98065,47.5387
8,1240,120,2007-01-01,0,98144,47.5904
10,3890,0,1996-01-01,0,98077,47.7749
7,1130,550,1959-01-01,0,98008,47.6068
7,1520,0,1985-01-01,0,98030,47.3679
8,2420,0,2005-01-01,0,98010,47.3666
9,3890,0,2004-01-01,0,98065,47.5407
8,1470,1470,1955-01-01,0,98155,47.7632
7,1350,0,1966-01-01,0,98188,47.4378
8,2190,0,1990-01-01,0,98052,47.7108
7,1150,1130,1985-01-01,0,98116,47.5641
6,910,160,1932-01-01,0,98055,47.4896
7,1510,1030,1925-01-01,0,98115,47.6729
8,1310,960,1973-01-01,0,98006,47.5448
6,1220,0,1914-01-01,0,98010,47.3585
7,1890,0,2003-01-01,0,98092,47.3357
7,1080,910,1926-01-01,0,98122,47.6112
7,1220,0,1968-01-01,0,98002,47.3245
9,2640,0,2012-01-01,0,98045,47.4759
7,1480,0,1952-01-01,0,98004,47.5915
7,2320,0,1952-01-01,0,98056,47.5133
8,2410,0,1911-01-01,0,98109,47.6369
8,2090,0,1949-01-01,0,98040,47.573
6,920,0,1910-01-01,0,98118,47.5539
6,600,250,1945-01-01,0,98146,47.503
7,1130,0,1954-01-01,0,98188,47.4362
7,1260,0,1954-01-01,0,98002,47.2979
7,2090,0,1951-01-01,0,98040,47.5759
7,1180,840,1926-01-01,0,98108,47.5496
8,1470,500,1959-01-01,0,98199,47.6703
7,1230,590,1976-01-01,0,98155,47.7772
7,1340,500,1915-01-01,0,98107,47.6652
8,1280,820,1959-01-01,0,98133,47.7478
7,1770,0,1906-01-01,0,98107,47.6748
7,1110,0,1991-01-01,0,98031,47.4036
8,1240,850,1976-01-01,0,98052,47.6872
7,2080,0,1948-01-01,0,98155,47.737
7,1160,240,2005-01-01,0,98118,47.5483
6,1060,0,1949-01-01,0,98125,47.7121
6,720,0,1920-01-01,0,98118,47.5447
7,780,320,2008-01-01,0,98106,47.5601
7,1010,0,1967-01-01,0,98001,47.2956
11,5230,0,2002-01-01,0,98038,47.4097
8,1480,940,1979-01-01,0,98027,47.5637
7,1200,0,1975-01-01,0,98011,47.739
8,1950,0,2002-01-01,0,98117,47.6904
7,1870,0,1950-01-01,0,98125,47.7171
7,1310,0,1966-01-01,0,98034,47.7317
7,1520,0,1945-01-01,0,98115,47.678
7,1270,0,1955-01-01,0,98188,47.445
6,840,0,1928-01-01,0,98033,47.6771
7,900,0,1953-01-01,0,98042,47.3576
8,2560,450,1950-01-01,1972,98115,47.6799
6,1050,0,1954-01-01,0,98133,47.762
7,2040,1320,1962-01-01,0,98052,47.715
8,5370,0,1967-01-01,0,98040,47.538
8,2690,0,1948-01-01,1990,98072,47.7717
7,1710,0,1948-01-01,0,98155,47.7512
8,1640,0,2009-01-01,0,98112,47.6197
10,3080,920,2004-01-01,0,98058,47.453
10,4140,0,2005-01-01,0,98074,47.6102
8,2080,1060,1971-01-01,0,98042,47.3782
7,920,400,1938-01-01,0,98117,47.6878
9,2010,1070,2014-01-01,0,98126,47.5662
10,2500,0,1986-01-01,0,98074,47.6286
8,2520,0,1994-01-01,0,98045,47.4848
7,1320,1030,1966-01-01,0,98007,47.5979
8,1510,1060,1948-01-01,0,98155,47.7429
9,3100,0,2003-01-01,0,98034,47.7151
10,4270,460,1935-01-01,0,98112,47.6319
6,930,100,1927-01-01,0,98126,47.566
7,1020,0,1953-01-01,0,98116,47.5828
9,2080,0,1996-01-01,0,98033,47.6731
7,1410,0,1981-01-01,0,98019,47.7149
6,1360,0,2004-01-01,0,98038,47.3489
7,2620,0,1992-01-01,0,98053,47.6384
9,1690,570,1974-01-01,0,98005,47.6386
8,1490,0,1976-01-01,0,98058,47.4514
8,1720,810,1975-01-01,0,98115,47.6737
8,1570,1570,1959-01-01,0,98005,47.6116
7,1820,0,1972-01-01,0,98059,47.4703
7,1770,0,1990-01-01,0,98019,47.7306
10,4430,0,2013-01-01,0,98004,47.6168
8,1220,270,2001-01-01,0,98102,47.6357
7,1130,660,1978-01-01,0,98065,47.532
8,1510,200,2004-01-01,0,98103,47.6963
7,2070,0,1968-01-01,0,98072,47.774
7,1140,0,1908-01-01,0,98112,47.6205
8,3070,860,1968-01-01,0,98008,47.6317
7,1100,0,1967-01-01,0,98001,47.3186
7,1280,980,1910-01-01,0,98117,47.681
7,1280,980,1910-01-01,0,98117,47.681
7,1130,0,1954-01-01,0,98168,47.4743
8,1360,590,1959-01-01,0,98178,47.505
6,960,0,1953-01-01,0,98178,47.4966
11,4210,0,2001-01-01,0,98039,47.6206
7,2230,1200,1988-01-01,0,98045,47.4476
7,2070,1400,1993-01-01,0,98019,47.7066
7,1280,860,1978-01-01,0,98118,47.5459
7,1360,1160,1946-01-01,0,98119,47.6452
8,3550,0,1968-01-01,0,98034,47.7285
6,700,0,1949-01-01,0,98168,47.4752
6,740,0,1926-01-01,0,98118,47.5298
10,2600,700,1926-01-01,1999,98105,47.6561
7,1240,400,1977-01-01,0,98106,47.5323
9,2780,0,1990-01-01,0,98198,47.3509
7,1830,0,1929-01-01,0,98031,47.4218
10,3540,0,2003-01-01,0,98052,47.7046
7,1440,0,1954-01-01,0,98125,47.7179
10,2960,0,2001-01-01,0,98030,47.3646
8,1590,1590,1967-01-01,0,98006,47.5707
10,3310,0,2000-01-01,0,98033,47.6914
7,2390,0,1921-01-01,0,98105,47.6707
9,2460,0,1977-01-01,0,98027,47.4572
7,1630,0,1958-01-01,0,98033,47.68
10,3490,0,2005-01-01,0,98075,47.5825
8,2500,0,1966-01-01,0,98118,47.5293
7,1240,840,1984-01-01,0,98001,47.3338
7,1290,0,2000-01-01,0,98103,47.6617
6,1700,0,1955-01-01,0,98146,47.4899
6,1700,0,1955-01-01,0,98146,47.4899
8,1290,1250,1964-01-01,0,98028,47.7614
8,1180,0,1952-01-01,0,98004,47.624
7,1370,150,1960-01-01,0,98027,47.5265
8,1390,1000,1942-01-01,0,98133,47.7209
8,1820,920,1947-01-01,0,98125,47.7084
8,1760,430,1991-01-01,0,98033,47.6943
6,1350,0,1942-01-01,0,98188,47.4497
6,1350,0,1942-01-01,0,98188,47.4497
9,1860,1120,1973-01-01,0,98005,47.6392
6,790,0,1944-01-01,0,98058,47.4743
8,2130,0,1965-01-01,0,98006,47.5716
8,1600,1100,1978-01-01,0,98072,47.7258
8,2000,1200,1977-01-01,0,98005,47.6034
7,1159,0,1948-01-01,0,98199,47.6592
9,3080,0,2008-01-01,0,98019,47.7721
7,1000,0,1955-01-01,0,98146,47.484
8,1880,380,2003-01-01,0,98119,47.6422
7,1290,980,1976-01-01,0,98023,47.3261
5,760,0,1915-01-01,0,98002,47.3046
5,1040,380,1942-01-01,0,98056,47.4946
7,1250,1250,1958-01-01,0,98004,47.6073
8,1450,0,1983-01-01,0,98198,47.3785
8,1430,1070,1999-01-01,0,98126,47.551
8,2210,0,1916-01-01,0,98144,47.5892
9,3020,0,2007-01-01,0,98033,47.6806
9,3290,0,2004-01-01,0,98075,47.598
11,4130,1650,2008-01-01,0,98112,47.6374
8,1820,0,1993-01-01,0,98029,47.5703
8,1380,1120,1978-01-01,0,98155,47.7743
7,1210,0,1952-01-01,0,98198,47.3865
8,970,120,1951-01-01,0,98116,47.5798
8,1330,0,1962-01-01,0,98005,47.6078
7,890,0,1923-01-01,0,98117,47.6901
8,1360,0,1968-01-01,2014,98108,47.547
11,3420,800,1991-01-01,0,98040,47.5895
8,3780,0,2004-01-01,0,98038,47.3526
6,1690,920,1940-01-01,0,98188,47.4672
8,1980,0,1993-01-01,0,98109,47.6294
7,1290,0,1980-01-01,0,98042,47.3655
9,3620,0,2003-01-01,0,98029,47.5442
9,2680,0,2004-01-01,0,98053,47.717
7,1200,0,1959-01-01,0,98198,47.3864
6,1288,704,1903-01-01,0,98070,47.3551
7,1120,520,1977-01-01,0,98072,47.7423
6,960,960,1906-01-01,0,98106,47.5532
7,1370,470,1979-01-01,0,98031,47.3958
8,1310,0,1970-01-01,0,98052,47.6644
7,1050,0,1913-01-01,0,98019,47.7364
8,1580,990,1927-01-01,0,98105,47.6701
6,930,0,1919-01-01,0,98106,47.5256
7,730,0,1911-01-01,0,98107,47.6741
7,1270,0,2008-01-01,0,98117,47.701
7,710,440,1921-01-01,0,98033,47.6841
7,820,0,1965-01-01,0,98055,47.4261
7,1500,1500,1950-01-01,0,98056,47.5265
7,1110,1110,1966-01-01,0,98116,47.5807
7,1250,1250,1962-01-01,0,98106,47.5298
7,1360,180,2007-01-01,0,98109,47.542
8,1800,950,1978-01-01,0,98155,47.7749
8,1620,1510,1978-01-01,0,98006,47.569
8,990,440,1983-01-01,0,98052,47.6952
8,2680,0,1995-01-01,0,98010,47.3783
8,3010,0,2003-01-01,0,98042,47.3492
7,1530,0,1986-01-01,0,98038,47.3639
6,1240,0,1916-01-01,0,98118,47.5166
6,2260,0,1998-01-01,0,98022,47.2582
9,1800,1020,1926-01-01,0,98122,47.6097
8,1650,1910,1948-01-01,0,98199,47.6473
7,1630,0,1960-01-01,0,98146,47.5
9,2880,0,2002-01-01,0,98022,47.2124
7,1710,490,1947-01-01,0,98118,47.5409
7,1220,400,1981-01-01,0,98059,47.4815
9,1480,0,2005-01-01,0,98034,47.6945
8,2250,0,1996-01-01,0,98006,47.5715
10,3000,540,1940-01-01,0,98112,47.634
7,1790,0,1990-01-01,0,98092,47.3143
7,700,700,1924-01-01,0,98125,47.7015
9,1790,600,1929-01-01,0,98126,47.5826
8,2400,0,1957-01-01,0,98008,47.6339
7,1350,700,1958-01-01,0,98126,47.5325
7,2640,0,2001-01-01,0,98065,47.5298
7,1290,1030,1962-01-01,0,98001,47.3426
8,2440,0,1902-01-01,0,98119,47.6298
6,1260,0,1954-01-01,0,98198,47.4191
11,4610,1630,2003-01-01,0,98040,47.5317
7,1930,0,1993-01-01,0,98038,47.3645
7,1200,0,1968-01-01,0,98092,47.3138
5,570,400,1920-01-01,0,98166,47.4655
8,1210,600,1968-01-01,0,98056,47.5236
7,1380,0,1925-01-01,0,98117,47.6987
7,1470,0,1953-01-01,0,98166,47.473
6,1010,0,1925-01-01,0,98126,47.5249
6,1010,0,1925-01-01,0,98126,47.5249
7,1340,0,1950-01-01,0,98146,47.4947
7,970,0,1970-01-01,0,98031,47.4006
5,1122,0,1900-01-01,0,98118,47.5135
9,1350,320,2014-01-01,0,98116,47.5763
8,1600,1240,1950-01-01,0,98155,47.7458
4,770,0,1914-01-01,0,98027,47.5325
9,2040,0,1977-01-01,0,98072,47.7584
8,3052,0,2004-01-01,0,98003,47.2598
